Zřizovatel,Red IZO:,IČO:,Název organizace,Místo:,Ulice:,Č.p.:,Č.o.:,Městská část:,    IZO:,"Druh školy, školského zařízení:",Místo školy-zařízení:,Ulice školy-zařízení:,Č.p. školy-zařízení:,Č.o. školy-zařízení:,Městská část školy-zařízení:
2,600092402,70992240,Základní škola a Mateřská škola Kopidlno,Kopidlno,Tomáše Svobody,297,,Kopidlno,    117300152,Školní družina,Kopidlno,Hilmarova,89,,Kopidlno
2,600092402,70992240,Základní škola a Mateřská škola Kopidlno,Kopidlno,Tomáše Svobody,297,,Kopidlno,    102954887,Školní jídelna,Kopidlno,Havlíčkova,606,,Kopidlno
2,600092437,70947384,"Základní škola Nová Paka, Husitská 1695, okres Jičín",Nová Paka,Husitská,1695,,Nová Paka,    102206368,Základní škola,Nová Paka,Husitská,1695,,Nová Paka
2,600092437,70947384,"Základní škola Nová Paka, Husitská 1695, okres Jičín",Nová Paka,Husitská,1695,,Nová Paka,    117300187,Školní družina,Nová Paka,Husitská,1695,,Nová Paka
2,600092445,71001379,"Základní škola, Sobotka, okres Jičín",Sobotka,Jičínská,136,,Sobotka,    102206384,Základní škola,Sobotka,Jičínská,136,,Sobotka
2,600092445,71001379,"Základní škola, Sobotka, okres Jičín",Sobotka,Jičínská,136,,Sobotka,    117300195,Školní družina,Sobotka,Jičínská,136,,Sobotka
2,600092445,71001379,"Základní škola, Sobotka, okres Jičín",Sobotka,Jičínská,136,,Sobotka,    117300497,Školní klub,Sobotka,Jičínská,136,,Sobotka
2,600092453,70890072,"Masarykova základní škola, Stará Paka, okres Jičín",Stará Paka,Revoluční,355,,Stará Paka,    102206414,Základní škola,Stará Paka,Revoluční,355,,Stará Paka
2,600092453,70890072,"Masarykova základní škola, Stará Paka, okres Jičín",Stará Paka,Revoluční,355,,Stará Paka,    117300209,Školní družina,Stará Paka,Revoluční,355,,Stará Paka
2,600092453,70890072,"Masarykova základní škola, Stará Paka, okres Jičín",Stará Paka,Revoluční,355,,Stará Paka,    102818398,Školní jídelna,Stará Paka,Revoluční,355,,Stará Paka
2,600092461,70985634,"Masarykova základní škola a mateřská škola, Železnice",Železnice,Tyršova,336,,Železnice,    107583089,Mateřská škola,Železnice,Žižkova,389,,Železnice
2,600092461,70985634,"Masarykova základní škola a mateřská škola, Železnice",Železnice,Tyršova,336,,Železnice,    102206457,Základní škola,Železnice,Tyršova,336,,Železnice
2,600092461,70985634,"Masarykova základní škola a mateřská škola, Železnice",Železnice,Tyršova,336,,Železnice,    117300217,Školní družina,Železnice,Tyršova,336,,Železnice
2,600092461,70985634,"Masarykova základní škola a mateřská škola, Železnice",Železnice,Tyršova,336,,Železnice,    102818401,Školní jídelna,Železnice,Tyršova,336,,Železnice
2,600092461,70985634,"Masarykova základní škola a mateřská škola, Železnice",Železnice,Tyršova,336,,Železnice,    168100894,Školní jídelna - výdejna,Železnice,Žižkova,389,,Železnice
2,600092470,70971137,"Základní škola a mateřská škola Na Daliborce, Hořice",Hořice,Žižkova,866,,Hořice,    181011905,Mateřská škola,Hořice,Žižkova,811,,Hořice
2,600092470,70971137,"Základní škola a mateřská škola Na Daliborce, Hořice",Hořice,Žižkova,866,,Hořice,    102718377,Základní škola,Hořice,Žižkova,866,,Hořice
2,600092470,70971137,"Základní škola a mateřská škola Na Daliborce, Hořice",Hořice,Žižkova,866,,Hořice,    117300225,Školní družina,Hořice,Žižkova,866,,Hořice
2,600092470,70971137,"Základní škola a mateřská škola Na Daliborce, Hořice",Hořice,Žižkova,866,,Hořice,    181011913,Školní jídelna - výdejna,Hořice,Žižkova,811,,Hořice
2,600092488,71002791,"Základní škola a Mateřská škola, Vidochov, okres Jičín",Vidochov,,66,,Vidochov,    107582945,Mateřská škola,Vidochov,,66,,Vidochov
2,600092488,71002791,"Základní škola a Mateřská škola, Vidochov, okres Jičín",Vidochov,,66,,Vidochov,    103378626,Základní škola,Vidochov,,66,,Vidochov
2,600092488,71002791,"Základní škola a Mateřská škola, Vidochov, okres Jičín",Vidochov,,66,,Vidochov,    117300365,Školní družina,Vidochov,,66,,Vidochov
2,600092488,71002791,"Základní škola a Mateřská škola, Vidochov, okres Jičín",Vidochov,,66,,Vidochov,    102818631,Školní jídelna,Vidochov,,66,,Vidochov
2,600092496,70995389,"Základní škola, Milovice u Hořic, okres Jičín",Milovice u Hořic,,8,,Milovice u Hořic,    108008428,Základní škola,Milovice u Hořic,,8,,Milovice u Hořic
2,600092496,70995389,"Základní škola, Milovice u Hořic, okres Jičín",Milovice u Hořic,,8,,Milovice u Hořic,    117300373,Školní družina,Milovice u Hořic,,8,,Milovice u Hořic
2,600092496,70995389,"Základní škola, Milovice u Hořic, okres Jičín",Milovice u Hořic,,8,,Milovice u Hořic,    168101271,Školní jídelna - výdejna,Milovice u Hořic,,8,,Milovice u Hořic
2,600092500,75015251,"Základní škola, Jeřice, okres Jičín",Jeřice,,28,,Jeřice,    103378618,Základní škola,Jeřice,,28,,Jeřice
2,600092500,75015251,"Základní škola, Jeřice, okres Jičín",Jeřice,,28,,Jeřice,    117300438,Školní družina,Jeřice,,28,,Jeřice
2,600092518,67440690,"Základní umělecká škola J. B. Foerstera, Jičín, Valdštejnovo náměstí 1",Jičín,Valdštejnovo náměstí,1,,Staré Město,    102206627,Základní umělecká škola,Jičín,Valdštejnovo náměstí,1,,Staré Město
2,600092526,67440118,"Základní umělecká škola Hořice, Havlíčkova 1107",Hořice,Havlíčkova,1107,,Hořice,    102206660,Základní umělecká škola,Hořice,Havlíčkova,1107,,Hořice
2,600092534,67440207,"Základní umělecká škola Nová Paka, okres Jičín",Nová Paka,Masarykovo náměstí,1,,Nová Paka,    102206686,Základní umělecká škola,Nová Paka,Masarykovo náměstí,1,,Nová Paka
2,600092585,60114100,Dům dětí a mládeže Hořice,Hořice,Žižkova,611,,Hořice,    060114100,Dům dětí a mládeže,Hořice,Žižkova,611,,Hořice
2,600092593,70152331,Dům dětí a mládeže STONOŽKA Nová Paka,Nová Paka,U Teplárny,1258,,Nová Paka,    102954844,Dům dětí a mládeže,Nová Paka,U Teplárny,1258,,Nová Paka
2,600092607,70971145,"Školní jídelna, Hořice, Přemyslova 401",Hořice,Přemyslova,401,,Hořice,    102818096,Školní jídelna,Hořice,Přemyslova,401,,Hořice
2,600092666,75016834,"Školní jídelna, Nová Paka, Komenského 555",Nová Paka,Komenského,555,,Nová Paka,    102818363,Školní jídelna,Nová Paka,Komenského,555,,Nová Paka
2,600092674,75016915,"Školní jídelna, Nová Paka, Husitská 1695",Nová Paka,Husitská,1695,,Nová Paka,    102818371,Školní jídelna,Nová Paka,Husitská,1695,,Nová Paka
2,600092763,71001387,"Školní jídelna, Sobotka",Sobotka,Jičínská,435,,Sobotka,    102954917,Školní jídelna,Sobotka,Jičínská,435,,Sobotka
2,650046633,70981817,"Základní škola a mateřská škola, Cerekvice nad Bystřicí, příspěvková organizace",Cerekvice nad Bystřicí,,1,,Cerekvice nad Bystřicí,    107582686,Mateřská škola,Cerekvice nad Bystřicí,,71,,Cerekvice nad Bystřicí
2,650046633,70981817,"Základní škola a mateřská škola, Cerekvice nad Bystřicí, příspěvková organizace",Cerekvice nad Bystřicí,,1,,Cerekvice nad Bystřicí,    102190992,Základní škola,Cerekvice nad Bystřicí,,1,,Cerekvice nad Bystřicí
2,650046633,70981817,"Základní škola a mateřská škola, Cerekvice nad Bystřicí, příspěvková organizace",Cerekvice nad Bystřicí,,1,,Cerekvice nad Bystřicí,    117300110,Školní družina,Cerekvice nad Bystřicí,,82,,Cerekvice nad Bystřicí
2,650046633,70981817,"Základní škola a mateřská škola, Cerekvice nad Bystřicí, příspěvková organizace",Cerekvice nad Bystřicí,,1,,Cerekvice nad Bystřicí,    102818258,Školní jídelna,Cerekvice nad Bystřicí,,71,,Cerekvice nad Bystřicí
2,650060369,70983216,"Základní škola a mateřská škola, Chomutice, okres Jičín",Chomutice,,162,,Chomutice,    107582694,Mateřská škola,Chomutice,,191,,Chomutice
2,650060369,70983216,"Základní škola a mateřská škola, Chomutice, okres Jičín",Chomutice,,162,,Chomutice,    102206121,Základní škola,Chomutice,,162,,Chomutice
2,650060369,70983216,"Základní škola a mateřská škola, Chomutice, okres Jičín",Chomutice,,162,,Chomutice,    117300128,Školní družina,Chomutice,,162,,Chomutice
2,650060369,70983216,"Základní škola a mateřská škola, Chomutice, okres Jičín",Chomutice,,162,,Chomutice,    102818274,Školní jídelna,Chomutice,,162,,Chomutice
2,650060369,70983216,"Základní škola a mateřská škola, Chomutice, okres Jičín",Chomutice,,162,,Chomutice,    150074239,Školní jídelna - výdejna,Chomutice,,191,,Chomutice
2,650060466,70983062,"Základní škola a Mateřská škola, Dobrá Voda u Hořic, okres Jičín",Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic,    107582716,Mateřská škola,Dobrá Voda u Hořic,,187,,Dobrá Voda u Hořic
2,650060466,70983062,"Základní škola a Mateřská škola, Dobrá Voda u Hořic, okres Jičín",Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic,    102190747,Základní škola,Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic
2,650060466,70983062,"Základní škola a Mateřská škola, Dobrá Voda u Hořic, okres Jičín",Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic,    117300241,Školní družina,Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic
2,650060466,70983062,"Základní škola a Mateřská škola, Dobrá Voda u Hořic, okres Jičín",Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic,    150007426,Školní jídelna,Dobrá Voda u Hořic,,86,,Dobrá Voda u Hořic
2,650060954,75019485,"Základní škola, Jičín, Poděbradova 18",Jičín,Poděbradova,18,,Nové Město,    102206180,Základní škola,Jičín,Poděbradova,18,,Nové Město
2,650060954,75019485,"Základní škola, Jičín, Poděbradova 18",Jičín,Poděbradova,18,,Nové Město,    117300144,Školní družina,Jičín,Poděbradova,18,,Nové Město
2,650060954,75019485,"Základní škola, Jičín, Poděbradova 18",Jičín,Poděbradova,18,,Nové Město,    117300462,Školní jídelna,Jičín,Poděbradova,18,,Nové Město
2,650061527,70998442,"Základní škola a Mateřská škola, Dětenice, okres Jičín",Dětenice,,81,,Dětenice,    107583101,Mateřská škola,Dětenice,,81,,Dětenice
2,650061527,70998442,"Základní škola a Mateřská škola, Dětenice, okres Jičín",Dětenice,,81,,Dětenice,    102190739,Základní škola,Dětenice,,81,,Dětenice
2,650061527,70998442,"Základní škola a Mateřská škola, Dětenice, okres Jičín",Dětenice,,81,,Dětenice,    117300233,Školní družina,Dětenice,,81,,Dětenice
2,650061527,70998442,"Základní škola a Mateřská škola, Dětenice, okres Jičín",Dětenice,,81,,Dětenice,    102818771,Školní jídelna,Dětenice,,81,,Dětenice
2,650061659,75015111,"Základní škola a Mateřská škola, Chodovice, okres Jičín",Holovousy,,2,,Chodovice,    107582724,Mateřská škola,Holovousy,,2,,Chodovice
2,650061659,75015111,"Základní škola a Mateřská škola, Chodovice, okres Jičín",Holovousy,,2,,Chodovice,    102190763,Základní škola,Holovousy,,2,,Chodovice
2,650061659,75015111,"Základní škola a Mateřská škola, Chodovice, okres Jičín",Holovousy,,2,,Chodovice,    117300250,Školní družina,Holovousy,,2,,Chodovice
2,650061659,75015111,"Základní škola a Mateřská škola, Chodovice, okres Jičín",Holovousy,,2,,Chodovice,    102818126,Školní jídelna,Holovousy,,2,,Chodovice
2,650062272,70999864,"Základní škola a mateřská škola Radim, okres Jičín",Radim,,74,,Radim,    107583003,Mateřská škola,Radim,,74,,Radim
2,650062272,70999864,"Základní škola a mateřská škola Radim, okres Jičín",Radim,,74,,Radim,    102190887,Základní škola,Radim,,74,,Radim
2,650062272,70999864,"Základní škola a mateřská škola Radim, okres Jičín",Radim,,74,,Radim,    117300331,Školní družina,Radim,,74,,Radim
2,650062272,70999864,"Základní škola a mateřská škola Radim, okres Jičín",Radim,,74,,Radim,    102818690,Školní jídelna,Radim,,74,,Radim
2,650062329,75015293,Základní škola K. J. Erbena a Mateřská škola Korálka Miletín,Miletín,Na Parkáni,107,,Miletín,    107582902,Mateřská škola,Miletín,Bidlova,297,,Miletín
2,650062329,75015293,Základní škola K. J. Erbena a Mateřská škola Korálka Miletín,Miletín,Na Parkáni,107,,Miletín,    102206325,Základní škola,Miletín,Na Parkáni,107,,Miletín
2,650062329,75015293,Základní škola K. J. Erbena a Mateřská škola Korálka Miletín,Miletín,Na Parkáni,107,,Miletín,    117300179,Školní družina,Miletín,Na Parkáni,107,,Miletín
2,650062329,75015293,Základní škola K. J. Erbena a Mateřská škola Korálka Miletín,Miletín,Na Parkáni,107,,Miletín,    102818355,Školní jídelna,Miletín,Bidlova,377,,Miletín
2,650062329,75015293,Základní škola K. J. Erbena a Mateřská škola Korálka Miletín,Miletín,Na Parkáni,107,,Miletín,    168100754,Školní jídelna - výdejna,Miletín,Bidlova,297,,Miletín
2,650062671,70983071,"Základní škola a Mateřská škola, Podhorní Újezd a Vojice, okres Jičín",Podhorní Újezd a Vojice,,108,,Vojice,    107583194,Mateřská škola,Podhorní Újezd a Vojice,,1,,Vojice
2,650062671,70983071,"Základní škola a Mateřská škola, Podhorní Újezd a Vojice, okres Jičín",Podhorní Újezd a Vojice,,108,,Vojice,    102190950,Základní škola,Podhorní Újezd a Vojice,,108,,Vojice
2,650062671,70983071,"Základní škola a Mateřská škola, Podhorní Újezd a Vojice, okres Jičín",Podhorní Újezd a Vojice,,108,,Vojice,    117300420,Školní družina,Podhorní Újezd a Vojice,,108,,Vojice
2,650062671,70983071,"Základní škola a Mateřská škola, Podhorní Újezd a Vojice, okres Jičín",Podhorní Újezd a Vojice,,108,,Vojice,    102818843,Školní jídelna,Podhorní Újezd a Vojice,,1,,Vojice
2,650062728,70981868,"Základní škola a Mateřská škola, Lužany, okres Jičín",Lužany,,155,,Lužany,    107582881,Mateřská škola,Lužany,,155,,Lužany
2,650062728,70981868,"Základní škola a Mateřská škola, Lužany, okres Jičín",Lužany,,155,,Lužany,    102190828,Základní škola,Lužany,,155,,Lužany
2,650062728,70981868,"Základní škola a Mateřská škola, Lužany, okres Jičín",Lužany,,155,,Lužany,    117300292,Školní družina,Lužany,,155,,Lužany
2,650062728,70981868,"Základní škola a Mateřská škola, Lužany, okres Jičín",Lužany,,155,,Lužany,    102818592,Školní jídelna - výdejna,Lužany,,155,,Lužany
2,650063929,70982635,"Základní škola a Mateřská škola Libáň, okres Jičín",Libáň,Školní,11,,Libáň,    107582856,Mateřská škola,Libáň,Na Sídlišti,550,,Libáň
2,650063929,70982635,"Základní škola a Mateřská škola Libáň, okres Jičín",Libáň,Školní,11,,Libáň,    102206317,Základní škola,Libáň,Školní,11,,Libáň
2,650063929,70982635,"Základní škola a Mateřská škola Libáň, okres Jičín",Libáň,Školní,11,,Libáň,    117300161,Školní družina,Libáň,Školní,11,,Libáň
2,650063929,70982635,"Základní škola a Mateřská škola Libáň, okres Jičín",Libáň,Školní,11,,Libáň,    102818347,Školní jídelna,Libáň,Školní,11,,Libáň
2,650063929,70982635,"Základní škola a Mateřská škola Libáň, okres Jičín",Libáň,Školní,11,,Libáň,    181047772,Školní jídelna - výdejna,Libáň,Na Sídlišti,550,,Libáň
2,668000911,71000925,"Mateřská škola, Konecchlumí",Konecchlumí,,61,,Konecchlumí,    107582813,Mateřská škola,Konecchlumí,,61,,Konecchlumí
2,668000911,71000925,"Mateřská škola, Konecchlumí",Konecchlumí,,61,,Konecchlumí,    102818533,Školní jídelna - výdejna,Konecchlumí,,61,,Konecchlumí
2,668001038,75017547,"1. mateřská škola, Nová Paka, Husitská 217",Nová Paka,Husitská,217,,Nová Paka,    107582937,Mateřská škola,Nová Paka,Husitská,217,,Nová Paka
2,668001038,75017547,"1. mateřská škola, Nová Paka, Husitská 217",Nová Paka,Husitská,217,,Nová Paka,    102818622,Školní jídelna,Nová Paka,Husitská,217,,Nová Paka
2,668001054,75017628,"2. mateřská škola, Nová Paka, Školní 1257",Nová Paka,Školní,1257,,Nová Paka,    107582953,Mateřská škola,Nová Paka,Školní,1257,,Nová Paka
2,668001054,75017628,"2. mateřská škola, Nová Paka, Školní 1257",Nová Paka,Školní,1257,,Nová Paka,    102818649,Školní jídelna,Nová Paka,Školní,1257,,Nová Paka
