Zřizovatel,Red IZO:,IČO:,Název organizace,Místo:,Ulice:,Č.p.:,Č.o.:,Městská část:,    IZO:,"Druh školy, školského zařízení:",Místo školy-zařízení:,Ulice školy-zařízení:,Č.p. školy-zařízení:,Č.o. školy-zařízení:,Městská část školy-zařízení:
2,650060415,75016991,Mateřská škola Chleny,Chleny,,39,,Chleny,    102866422,Školní jídelna,Chleny,,39,,Chleny
2,650060598,70980861,"Základní škola a Mateřská škola, Bílý Újezd, okres Rychnov nad Kněžnou",Bílý Újezd,,47,,Bílý Újezd,    107585430,Mateřská škola,Bílý Újezd,,47,,Bílý Újezd
2,650060598,70980861,"Základní škola a Mateřská škola, Bílý Újezd, okres Rychnov nad Kněžnou",Bílý Újezd,,47,,Bílý Újezd,    102390398,Základní škola,Bílý Újezd,,47,,Bílý Újezd
2,650060598,70980861,"Základní škola a Mateřská škola, Bílý Újezd, okres Rychnov nad Kněžnou",Bílý Újezd,,47,,Bílý Újezd,    117600199,Školní družina,Bílý Újezd,,47,,Bílý Újezd
2,650060598,70980861,"Základní škola a Mateřská škola, Bílý Újezd, okres Rychnov nad Kněžnou",Bílý Újezd,,47,,Bílý Újezd,    102866325,Školní jídelna,Bílý Újezd,,47,,Bílý Újezd
2,650060903,70188378,Základní škola a Mateřská škola Synkov - Slemeno,Synkov-Slemeno,,36,,Slemeno,    107585936,Mateřská škola,Synkov-Slemeno,,36,,Slemeno
2,650060903,70188378,Základní škola a Mateřská škola Synkov - Slemeno,Synkov-Slemeno,,36,,Slemeno,    108009297,Základní škola,Synkov-Slemeno,,36,,Slemeno
2,650060903,70188378,Základní škola a Mateřská škola Synkov - Slemeno,Synkov-Slemeno,,36,,Slemeno,    117600041,Školní družina,Synkov-Slemeno,,36,,Slemeno
2,650060903,70188378,Základní škola a Mateřská škola Synkov - Slemeno,Synkov-Slemeno,,36,,Slemeno,    181038188,Školní jídelna - výdejna,Synkov-Slemeno,,36,,Slemeno
2,650060997,70997918,"Základní škola a mateřská škola, Voděrady, okres Rychnov nad Kněžnou",Voděrady,,2,,Voděrady,    107585821,Mateřská škola,Voděrady,,91,,Voděrady
2,650060997,70997918,"Základní škola a mateřská škola, Voděrady, okres Rychnov nad Kněžnou",Voděrady,,2,,Voděrady,    102390746,Základní škola,Voděrady,,2,,Voděrady
2,650060997,70997918,"Základní škola a mateřská škola, Voděrady, okres Rychnov nad Kněžnou",Voděrady,,2,,Voděrady,    117600385,Školní družina,Voděrady,,2,,Voděrady
2,650060997,70997918,"Základní škola a mateřská škola, Voděrady, okres Rychnov nad Kněžnou",Voděrady,,2,,Voděrady,    102866091,Školní jídelna,Voděrady,,2,,Voděrady
2,650060997,70997918,"Základní škola a mateřská škola, Voděrady, okres Rychnov nad Kněžnou",Voděrady,,2,,Voděrady,    181067773,Školní jídelna - výdejna,Voděrady,,91,,Voděrady
2,650061748,70980314,"Základní škola a Mateřská škola, Lično, okres Rychnov nad Kněžnou",Lično,,43,,Lično,    107585618,Mateřská škola,Lično,,1,,Lično
2,650061748,70980314,"Základní škola a Mateřská škola, Lično, okres Rychnov nad Kněžnou",Lično,,43,,Lično,    102390452,Základní škola,Lično,,43,,Lično
2,650061748,70980314,"Základní škola a Mateřská škola, Lično, okres Rychnov nad Kněžnou",Lično,,43,,Lično,    117600130,Školní družina,Lično,,43,,Lično
2,650061748,70980314,"Základní škola a Mateřská škola, Lično, okres Rychnov nad Kněžnou",Lično,,43,,Lično,    102866520,Školní jídelna,Lično,,1,,Lično
2,650064062,70188882,Základní škola a Mateřská škola Lhoty u Potštejna,Lhoty u Potštejna,,45,,Lhoty u Potštejna,    150071906,Mateřská škola,Lhoty u Potštejna,,45,,Lhoty u Potštejna
2,650064062,70188882,Základní škola a Mateřská škola Lhoty u Potštejna,Lhoty u Potštejna,,45,,Lhoty u Potštejna,    102390681,Základní škola,Lhoty u Potštejna,,45,,Lhoty u Potštejna
2,650064062,70188882,Základní škola a Mateřská škola Lhoty u Potštejna,Lhoty u Potštejna,,45,,Lhoty u Potštejna,    117600288,Školní družina,Lhoty u Potštejna,,45,,Lhoty u Potštejna
2,650064062,70188882,Základní škola a Mateřská škola Lhoty u Potštejna,Lhoty u Potštejna,,45,,Lhoty u Potštejna,    102866066,Školní jídelna,Lhoty u Potštejna,,45,,Lhoty u Potštejna
2,650065298,75015340,"Základní škola Rokytnice v Orlických horách, okres Rychnov nad Kněžnou",Rokytnice v Orlických horách,Školní,232,,Rokytnice v Orlických horách,    102406057,Základní škola,Rokytnice v Orlických horách,Školní,232,,Rokytnice v Orlických horách
2,650065298,75015340,"Základní škola Rokytnice v Orlických horách, okres Rychnov nad Kněžnou",Rokytnice v Orlických horách,Školní,232,,Rokytnice v Orlických horách,    117600423,Školní družina,Rokytnice v Orlických horách,Školní,232,,Rokytnice v Orlických horách
2,650065298,75015340,"Základní škola Rokytnice v Orlických horách, okres Rychnov nad Kněžnou",Rokytnice v Orlických horách,Školní,232,,Rokytnice v Orlických horách,    110034988,Školní jídelna,Rokytnice v Orlických horách,Školní,497,,Rokytnice v Orlických horách
2,650077113,71230432,"Základní umělecká škola F. I. Tůmy, Kostelec nad Orlicí, Tyršova 17",Kostelec nad Orlicí,Tyršova,17,,Kostelec nad Orlicí,    102406294,Základní umělecká škola,Kostelec nad Orlicí,Tyršova,17,,Kostelec nad Orlicí
2,650077148,71235060,"Základní umělecká škola, Rychnov nad Kněžnou, Panská 1492",Rychnov nad Kněžnou,Panská,1492,,Rychnov nad Kněžnou,    102406260,Základní umělecká škola,Rychnov nad Kněžnou,Panská,1492,,Rychnov nad Kněžnou
2,650077172,71230980,"Základní umělecká škola, Týniště nad Orlicí, Tyršovo náměstí 235",Týniště nad Orlicí,Tyršovo nám.,235,,Týniště nad Orlicí,    102406316,Základní umělecká škola,Týniště nad Orlicí,Tyršovo nám.,235,,Týniště nad Orlicí
2,650077199,71234357,"Základní umělecká škola, Dobruška, Kostelní 428",Dobruška,Kostelní,428,,Dobruška,    102406278,Základní umělecká škola,Dobruška,Kostelní,428,,Dobruška
2,650077237,71231137,"Základní umělecká škola, Opočno, Trčkovo náměstí 10",Opočno,Trčkovo nám.,10,,Opočno,    102406308,Základní umělecká škola,Opočno,Trčkovo nám.,10,,Opočno
2,668000040,70188394,Mateřská škola Pohoří,Pohoří,,76,,Pohoří,    168000059,Mateřská škola,Pohoří,,76,,Pohoří
2,668000040,70188394,Mateřská škola Pohoří,Pohoří,,76,,Pohoří,    168000067,Školní jídelna,Pohoří,,76,,Pohoří
2,668000163,70188505,"Mateřská škola Čtyřlístek, Rychnov nad Kněžnou, Mírová 1487",Rychnov nad Kněžnou,Mírová,1487,,Rychnov nad Kněžnou,    107585995,Mateřská škola,Rychnov nad Kněžnou,Mírová,1487,,Rychnov nad Kněžnou
2,668000163,70188505,"Mateřská škola Čtyřlístek, Rychnov nad Kněžnou, Mírová 1487",Rychnov nad Kněžnou,Mírová,1487,,Rychnov nad Kněžnou,    102866872,Školní jídelna,Rychnov nad Kněžnou,Mírová,1487,,Rychnov nad Kněžnou
2,668000171,70188548,"Mateřská škola Klíček, Rychnov nad Kněžnou, Na Drahách 129",Rychnov nad Kněžnou,Na Drahách,129,,Rychnov nad Kněžnou,    107585987,Mateřská škola,Rychnov nad Kněžnou,Na Drahách,129,,Rychnov nad Kněžnou
2,668000171,70188548,"Mateřská škola Klíček, Rychnov nad Kněžnou, Na Drahách 129",Rychnov nad Kněžnou,Na Drahách,129,,Rychnov nad Kněžnou,    102866864,Školní jídelna,Rychnov nad Kněžnou,Na Drahách,129,,Rychnov nad Kněžnou
2,668000180,70188521,"Mateřská škola Kytička, Rychnov nad Kněžnou, B. Němcové 648",Rychnov nad Kněžnou,Boženy Němcové,648,,Rychnov nad Kněžnou,    107585723,Mateřská škola,Rychnov nad Kněžnou,Boženy Němcové,648,,Rychnov nad Kněžnou
2,668000180,70188521,"Mateřská škola Kytička, Rychnov nad Kněžnou, B. Němcové 648",Rychnov nad Kněžnou,Boženy Němcové,648,,Rychnov nad Kněžnou,    102866627,Školní jídelna,Rychnov nad Kněžnou,Boženy Němcové,648,,Rychnov nad Kněžnou
2,668000198,70188513,"Mateřská škola Láň, Rychnov nad Kněžnou, Českých bratří 1387",Rychnov nad Kněžnou,Českých bratří,1387,,Rychnov nad Kněžnou,    107586045,Mateřská škola,Rychnov nad Kněžnou,Českých bratří,1387,,Rychnov nad Kněžnou
2,668000198,70188513,"Mateřská škola Láň, Rychnov nad Kněžnou, Českých bratří 1387",Rychnov nad Kněžnou,Českých bratří,1387,,Rychnov nad Kněžnou,    102866911,Školní jídelna,Rychnov nad Kněžnou,Českých bratří,1387,,Rychnov nad Kněžnou
2,668000228,70188530,"Mateřská škola Sluníčko, Rychnov nad Kněžnou, Javornická 1379",Rychnov nad Kněžnou,Javornická,1379,,Rychnov nad Kněžnou,    107585715,Mateřská škola,Rychnov nad Kněžnou,Javornická,1379,,Rychnov nad Kněžnou
2,668000228,70188530,"Mateřská škola Sluníčko, Rychnov nad Kněžnou, Javornická 1379",Rychnov nad Kněžnou,Javornická,1379,,Rychnov nad Kněžnou,    102866619,Školní jídelna,Rychnov nad Kněžnou,Javornická,1379,,Rychnov nad Kněžnou
2,668000252,70978719,Mateřská škola Dobré,Dobré,,139,,Dobré,    107585855,Mateřská škola,Dobré,,139,,Dobré
2,668000252,70978719,Mateřská škola Dobré,Dobré,,139,,Dobré,    102866759,Školní jídelna,Dobré,,139,,Dobré
2,668000252,70978719,Mateřská škola Dobré,Dobré,,139,,Dobré,    168102137,Školní jídelna - výdejna,Dobré,,2,,Dobré
2,668000295,75015641,"Mateřská škola Kostelec nad Orlicí, Krupkova 1411",Kostelec nad Orlicí,Krupkova,1411,,Kostelec nad Orlicí,    107585944,Mateřská škola,Kostelec nad Orlicí,Krupkova,1411,,Kostelec nad Orlicí
2,668000619,75017024,Mateřská škola Rohenice,Rohenice,,43,,Rohenice,    107585511,Mateřská škola,Rohenice,,43,,Rohenice
2,668000619,75017024,Mateřská škola Rohenice,Rohenice,,43,,Rohenice,    102866414,Školní jídelna,Rohenice,,43,,Rohenice
2,668000627,70979642,Mateřská škola Solnice,Solnice,Kvasinská,553,,Solnice,    107585766,Mateřská škola,Solnice,Kvasinská,553,,Solnice
2,668000627,70979642,Mateřská škola Solnice,Solnice,Kvasinská,553,,Solnice,    102866660,Školní jídelna,Solnice,Kvasinská,553,,Solnice
2,668000678,75018535,"Mateřská škola J. A. Komenského, Dobruška, Komenského 577",Dobruška,Komenského,577,,Dobruška,    107585545,Mateřská škola,Dobruška,Komenského,577,,Dobruška
2,668000678,75018535,"Mateřská škola J. A. Komenského, Dobruška, Komenského 577",Dobruška,Komenského,577,,Dobruška,    102866449,Školní jídelna,Dobruška,Komenského,577,,Dobruška
2,668000708,70188386,Mateřská škola Val,Val,,14,,Val,    107585863,Mateřská škola,Val,,14,,Val
2,668000708,70188386,Mateřská škola Val,Val,,14,,Val,    102866767,Školní jídelna,Val,,14,,Val
2,668000741,75015048,"Mateřská škola - Město, Týniště nad Orlicí, Lipská 259",Týniště nad Orlicí,Lipská,259,,Týniště nad Orlicí,    107585782,Mateřská škola,Týniště nad Orlicí,Lipská,259,,Týniště nad Orlicí
2,668000741,75015048,"Mateřská škola - Město, Týniště nad Orlicí, Lipská 259",Týniště nad Orlicí,Lipská,259,,Týniště nad Orlicí,    102866686,Školní jídelna,Týniště nad Orlicí,Lipská,259,,Týniště nad Orlicí
2,668000775,70986312,Mateřská škola Liberk,Liberk,,4,,Liberk,    107585961,Mateřská škola,Liberk,,4,,Liberk
2,668000775,70986312,Mateřská škola Liberk,Liberk,,4,,Liberk,    102866856,Školní jídelna,Liberk,,4,,Liberk
2,668000805,75016125,"Mateřská škola Kostelec nad Orlicí, Mánesova 987",Kostelec nad Orlicí,Mánesova,987,,Kostelec nad Orlicí,    107585600,Mateřská škola,Kostelec nad Orlicí,Mánesova,987,,Kostelec nad Orlicí
2,668000805,75016125,"Mateřská škola Kostelec nad Orlicí, Mánesova 987",Kostelec nad Orlicí,Mánesova,987,,Kostelec nad Orlicí,    181085135,Školní jídelna,Kostelec nad Orlicí,Mánesova,987,,Kostelec nad Orlicí
2,668000848,70978093,"Mateřská škola, Bačetín",Bačetín,,86,,Bačetín,    107585880,Mateřská škola,Bačetín,,86,,Bačetín
2,668000848,70978093,"Mateřská škola, Bačetín",Bačetín,,86,,Bačetín,    102866783,Školní jídelna,Bačetín,,86,,Bačetín
2,668000856,75015129,Mateřská škola Houdkovice,Trnov,,54,,Houdkovice,    102718717,Mateřská škola,Trnov,,54,,Houdkovice
2,668000856,75015129,Mateřská škola Houdkovice,Trnov,,54,,Houdkovice,    102866309,Školní jídelna,Trnov,,54,,Houdkovice
2,668000881,70157375,"Mateřská škola Vamberk, Tyršova 280",Vamberk,Tyršova,280,,Vamberk,    107585812,Mateřská škola,Vamberk,Tyršova,280,,Vamberk
2,668000881,70157375,"Mateřská škola Vamberk, Tyršova 280",Vamberk,Tyršova,280,,Vamberk,    102866716,Školní jídelna,Vamberk,Tyršova,280,,Vamberk
2,668000953,75017679,"Mateřská škola - U Dubu, Týniště nad Orlicí, Družstevní 938",Týniště nad Orlicí,Družstevní,938,,Týniště nad Orlicí,    107585791,Mateřská škola,Týniště nad Orlicí,Družstevní,938,,Týniště nad Orlicí
2,668000953,75017679,"Mateřská škola - U Dubu, Týniště nad Orlicí, Družstevní 938",Týniště nad Orlicí,Družstevní,938,,Týniště nad Orlicí,    102866694,Školní jídelna,Týniště nad Orlicí,Družstevní,938,,Týniště nad Orlicí
2,668001208,71230424,"Dům dětí a mládeže Kostelec nad Orlicí, Žižkova 367",Kostelec nad Orlicí,Žižkova,367,,Kostelec nad Orlicí,    168001217,Dům dětí a mládeže,Kostelec nad Orlicí,Žižkova,367,,Kostelec nad Orlicí
2,668001241,71235698,"Dům dětí a mládeže, Rychnov nad Kněžnou, Poláčkovo náměstí 88",Rychnov nad Kněžnou,Poláčkovo náměstí,88,,Rychnov nad Kněžnou,    168001250,Dům dětí a mládeže,Rychnov nad Kněžnou,Poláčkovo náměstí,88,,Rychnov nad Kněžnou
2,668001283,71237879,"Dům dětí a mládeže, Týniště nad Orlicí, Mírové náměstí 271",Týniště nad Orlicí,Mírové nám.,271,,Týniště nad Orlicí,    168001292,Dům dětí a mládeže,Týniště nad Orlicí,Mírové nám.,271,,Týniště nad Orlicí
2,691003742,72553588,Školní jídelna RK,Rychnov nad Kněžnou,U Stadionu,1229,,Rychnov nad Kněžnou,    110029402,Školní jídelna,Rychnov nad Kněžnou,U Stadionu,1229,,Rychnov nad Kněžnou
2,691004692,28859235,Základní škola a Mateřská škola Orlické Záhoří,Orlické Záhoří,,22,,Orlické Záhoří,    181042657,Mateřská škola,Orlické Záhoří,,22,,Orlické Záhoří
2,691004692,28859235,Základní škola a Mateřská škola Orlické Záhoří,Orlické Záhoří,,22,,Orlické Záhoří,    181042070,Základní škola,Orlické Záhoří,,22,,Orlické Záhoří
2,691004692,28859235,Základní škola a Mateřská škola Orlické Záhoří,Orlické Záhoří,,22,,Orlické Záhoří,    181042762,Školní družina,Orlické Záhoří,,22,,Orlické Záhoří
2,691004692,28859235,Základní škola a Mateřská škola Orlické Záhoří,Orlické Záhoří,,22,,Orlické Záhoří,    181042665,Školní jídelna,Orlické Záhoří,,22,,Orlické Záhoří
2,691005346,71294091,Základní škola a Mateřská škola v Olešnici v Orlických horách,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách,    181048108,Mateřská škola,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách
2,691005346,71294091,Základní škola a Mateřská škola v Olešnici v Orlických horách,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách,    181047748,Základní škola,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách
2,691005346,71294091,Základní škola a Mateřská škola v Olešnici v Orlických horách,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách,    181048124,Školní družina,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách
2,691005346,71294091,Základní škola a Mateřská škola v Olešnici v Orlických horách,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách,    181048116,Školní jídelna,Olešnice v Orlických horách,,120,,Olešnice v Orlických horách
2,600101266,75017202,"Mateřská škola, Libotov",Libotov,,11,,Libotov,    107588129,Mateřská škola,Libotov,,11,,Libotov
2,600101266,75017202,"Mateřská škola, Libotov",Libotov,,11,,Libotov,    102918082,Školní jídelna,Libotov,,11,,Libotov
2,600101274,71005161,"Mateřská škola, Jívka",Jívka,,65,,Jívka,    107588137,Mateřská škola,Jívka,,65,,Jívka
2,600101274,71005161,"Mateřská škola, Jívka",Jívka,,65,,Jívka,    102918091,Školní jídelna,Jívka,,65,,Jívka
2,600101312,70987998,Mateřská škola Lanžov,Lanžov,,2,,Lanžov,    107588196,Mateřská škola,Lanžov,,2,,Lanžov
2,600101312,70987998,Mateřská škola Lanžov,Lanžov,,2,,Lanžov,    117900788,Školní jídelna,Lanžov,,2,,Lanžov
2,600101363,71011196,"Mateřská škola, Prosečné",Prosečné,,37,,Prosečné,    107588251,Mateřská škola,Prosečné,,37,,Prosečné
2,600101363,71011196,"Mateřská škola, Prosečné",Prosečné,,37,,Prosečné,    102918198,Školní jídelna,Prosečné,,37,,Prosečné
2,600101380,75015528,Mateřská škola Rtyně v Podkrkonoší,Rtyně v Podkrkonoší,Na Drahách,736,,Rtyně v Podkrkonoší,    107588277,Mateřská škola,Rtyně v Podkrkonoší,Na Drahách,736,,Rtyně v Podkrkonoší
2,600101380,75015528,Mateřská škola Rtyně v Podkrkonoší,Rtyně v Podkrkonoší,Na Drahách,736,,Rtyně v Podkrkonoší,    102918210,Školní jídelna,Rtyně v Podkrkonoší,Na Drahách,736,,Rtyně v Podkrkonoší
2,600101452,71003924,"Mateřská škola RADOST, Třebihošť",Třebihošť,,106,,Třebihošť,    107588374,Mateřská škola,Třebihošť,,106,,Třebihošť
2,600101452,71003924,"Mateřská škola RADOST, Třebihošť",Třebihošť,,106,,Třebihošť,    117900796,Školní jídelna,Třebihošť,,106,,Třebihošť
2,600101550,75017652,"Mateřská škola, Libňatov",Libňatov,,40,,Libňatov,    107588552,Mateřská škola,Libňatov,,40,,Libňatov
2,600101550,75017652,"Mateřská škola, Libňatov",Libňatov,,40,,Libňatov,    102918473,Školní jídelna,Libňatov,,40,,Libňatov
2,600101614,71005951,"Mateřská škola, Vrchlabí, Labská 338",Vrchlabí,Labská,338,,Vrchlabí,    107588625,Mateřská škola,Vrchlabí,Labská,338,,Vrchlabí
2,600101614,71005951,"Mateřská škola, Vrchlabí, Labská 338",Vrchlabí,Labská,338,,Vrchlabí,    102918546,Školní jídelna,Vrchlabí,Labská,338,,Vrchlabí
2,600101631,70988030,"Mateřská škola, Žacléř",Žacléř,B. Němcové,373,,Žacléř,    107588668,Mateřská škola,Žacléř,B. Němcové,373,,Žacléř
2,600101631,70988030,"Mateřská škola, Žacléř",Žacléř,B. Němcové,373,,Žacléř,    102918571,Školní jídelna,Žacléř,B. Němcové,373,,Žacléř
2,600101746,71005919,"Mateřská škola, Vrchlabí, Komenského 1248",Vrchlabí,Komenského,1248,,Vrchlabí,    107588951,Mateřská škola,Vrchlabí,Komenského,1248,,Vrchlabí
2,600101746,71005919,"Mateřská škola, Vrchlabí, Komenského 1248",Vrchlabí,Komenského,1248,,Vrchlabí,    102918864,Školní jídelna,Vrchlabí,Komenského,1248,,Vrchlabí
2,600101754,71005935,"Mateřská škola, Vrchlabí, Letná 1249",Vrchlabí,Letná,1249,,Vrchlabí,    107588960,Mateřská škola,Vrchlabí,Letná,1249,,Vrchlabí
2,600101754,71005935,"Mateřská škola, Vrchlabí, Letná 1249",Vrchlabí,Letná,1249,,Vrchlabí,    102918872,Školní jídelna,Vrchlabí,Letná,1249,,Vrchlabí
2,600101835,71005978,"Mateřská škola, Vrchlabí, Jiráskova 926",Vrchlabí,Al. Jiráska,926,,Vrchlabí,    107589061,Mateřská škola,Vrchlabí,Al. Jiráska,926,,Vrchlabí
2,600101835,71005978,"Mateřská škola, Vrchlabí, Jiráskova 926",Vrchlabí,Al. Jiráska,926,,Vrchlabí,    102918961,Školní jídelna,Vrchlabí,Al. Jiráska,926,,Vrchlabí
2,600101908,43462448,Základní škola Karla Klíče Hostinné,Hostinné,Horská,130,,Hostinné,    043462448,Základní škola,Hostinné,Horská,130,,Hostinné
2,600101908,43462448,Základní škola Karla Klíče Hostinné,Hostinné,Horská,130,,Hostinné,    117900010,Školní družina,Hostinné,Školní,321,,Hostinné
2,600101916,64201180,"Základní škola, Trutnov, Komenského 399",Trutnov,Komenského,399,,Horní Předměstí,    047463724,Základní škola,Trutnov,Komenského,399,,Horní Předměstí
2,600101916,64201180,"Základní škola, Trutnov, Komenského 399",Trutnov,Komenského,399,,Horní Předměstí,    117900257,Školní družina,Trutnov,Komenského,399,,Horní Předměstí
2,600101916,64201180,"Základní škola, Trutnov, Komenského 399",Trutnov,Komenského,399,,Horní Předměstí,    181099144,Školní klub,Trutnov,Komenského,399,,Horní Předměstí
2,600101916,64201180,"Základní škola, Trutnov, Komenského 399",Trutnov,Komenského,399,,Horní Předměstí,    102906670,Školní jídelna,Trutnov,Komenského,399,,Horní Předměstí
2,600101924,64201147,"Základní škola, Trutnov 2, Mládežnická 536",Trutnov,Mládežnická,536,,Horní Staré Město,    047463783,Základní škola,Trutnov,Mládežnická,536,,Horní Staré Město
2,600101924,64201147,"Základní škola, Trutnov 2, Mládežnická 536",Trutnov,Mládežnická,536,,Horní Staré Město,    117900389,Školní družina,Trutnov,Mládežnická,536,,Horní Staré Město
2,600101924,64201147,"Základní škola, Trutnov 2, Mládežnická 536",Trutnov,Mládežnická,536,,Horní Staré Město,    150067917,Školní klub,Trutnov,Mládežnická,536,,Horní Staré Město
2,600101924,64201147,"Základní škola, Trutnov 2, Mládežnická 536",Trutnov,Mládežnická,536,,Horní Staré Město,    102966567,Školní jídelna,Trutnov,Mládežnická,536,,Horní Staré Město
2,600101932,64201139,"Základní škola, Trutnov, R. Frimla 816",Trutnov,Rudolfa Frimla,816,,Střední Předměstí,    047463848,Základní škola,Trutnov,Rudolfa Frimla,816,,Střední Předměstí
2,600101932,64201139,"Základní škola, Trutnov, R. Frimla 816",Trutnov,Rudolfa Frimla,816,,Střední Předměstí,    117900265,Školní družina,Trutnov,Rudolfa Frimla,816,,Střední Předměstí
2,600101932,64201139,"Základní škola, Trutnov, R. Frimla 816",Trutnov,Rudolfa Frimla,816,,Střední Předměstí,    108026515,Školní jídelna,Trutnov,Rudolfa Frimla,816,,Střední Předměstí
2,600101941,47463996,"Základní škola Bratří Čapků, Úpice, Komenského 151, okres Trutnov",Úpice,Komenského,151,,Úpice,    047463996,Základní škola,Úpice,Komenského,151,,Úpice
2,600101941,47463996,"Základní škola Bratří Čapků, Úpice, Komenského 151, okres Trutnov",Úpice,Komenského,151,,Úpice,    117900354,Školní družina,Úpice,Komenského,151,,Úpice
2,600101941,47463996,"Základní škola Bratří Čapků, Úpice, Komenského 151, okres Trutnov",Úpice,Komenského,151,,Úpice,    150074140,Školní klub,Úpice,Komenského,151,,Úpice
2,600101941,47463996,"Základní škola Bratří Čapků, Úpice, Komenského 151, okres Trutnov",Úpice,Komenského,151,,Úpice,    102906718,Školní jídelna,Úpice,Komenského,151,,Úpice
2,600101959,64201112,"Základní škola kpt. Jaroše, Trutnov, Gorkého 38",Trutnov,Maxima Gorkého,38,,Dolní Předměstí,    047464143,Základní škola,Trutnov,Maxima Gorkého,38,,Dolní Předměstí
2,600101959,64201112,"Základní škola kpt. Jaroše, Trutnov, Gorkého 38",Trutnov,Maxima Gorkého,38,,Dolní Předměstí,    117900133,Školní družina,Trutnov,Maxima Gorkého,38,,Dolní Předměstí
2,600101959,64201112,"Základní škola kpt. Jaroše, Trutnov, Gorkého 38",Trutnov,Maxima Gorkého,38,,Dolní Předměstí,    102906653,Školní jídelna,Trutnov,Maxima Gorkého,38,,Dolní Předměstí
2,600101959,64201112,"Základní škola kpt. Jaroše, Trutnov, Gorkého 38",Trutnov,Maxima Gorkého,38,,Dolní Předměstí,    181100673,Školní jídelna - výdejna,Náchod,Běloveská,637,,Náchod
2,600101967,47466928,"Základní škola a Mateřská škola, Rudník, okres Trutnov",Rudník,,407,,Rudník,    107588293,Mateřská škola,Rudník,,407,,Rudník
2,600101967,47466928,"Základní škola a Mateřská škola, Rudník, okres Trutnov",Rudník,,407,,Rudník,    047466928,Základní škola,Rudník,,407,,Rudník
2,600101967,47466928,"Základní škola a Mateřská škola, Rudník, okres Trutnov",Rudník,,407,,Rudník,    117900036,Školní družina,Rudník,,407,,Rudník
2,600101967,47466928,"Základní škola a Mateřská škola, Rudník, okres Trutnov",Rudník,,407,,Rudník,    181106442,Školní klub,Rudník,,407,,Rudník
2,600101967,47466928,"Základní škola a Mateřská škola, Rudník, okres Trutnov",Rudník,,407,,Rudník,    102906611,Školní jídelna,Rudník,,407,,Rudník
2,600101967,47466928,"Základní škola a Mateřská škola, Rudník, okres Trutnov",Rudník,,407,,Rudník,    102918236,Školní jídelna - výdejna,Rudník,,407,,Rudník
2,600101975,49290266,"Základní škola a Mateřská škola, Horní Maršov, okres Trutnov",Horní Maršov,Malá Ulička,89,,Horní Maršov,    107588081,Mateřská škola,Horní Maršov,Malá Ulička,89,,Horní Maršov
2,600101975,49290266,"Základní škola a Mateřská škola, Horní Maršov, okres Trutnov",Horní Maršov,Malá Ulička,89,,Horní Maršov,    049290266,Základní škola,Horní Maršov,Malá Ulička,89,,Horní Maršov
2,600101975,49290266,"Základní škola a Mateřská škola, Horní Maršov, okres Trutnov",Horní Maršov,Malá Ulička,89,,Horní Maršov,    117900231,Školní družina,Horní Maršov,Malá Ulička,89,,Horní Maršov
2,600101975,49290266,"Základní škola a Mateřská škola, Horní Maršov, okres Trutnov",Horní Maršov,Malá Ulička,89,,Horní Maršov,    102906467,Školní jídelna,Horní Maršov,Malá Ulička,89,,Horní Maršov
2,600101983,49290576,"Základní škola a Základní umělecká škola, Rtyně v Podkrkonoší, okres Trutnov",Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší,    049290576,Základní škola,Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší
2,600101983,49290576,"Základní škola a Základní umělecká škola, Rtyně v Podkrkonoší, okres Trutnov",Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší,    117900664,Základní umělecká škola,Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší
2,600101983,49290576,"Základní škola a Základní umělecká škola, Rtyně v Podkrkonoší, okres Trutnov",Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší,    117900109,Školní družina,Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší
2,600101983,49290576,"Základní škola a Základní umělecká škola, Rtyně v Podkrkonoší, okres Trutnov",Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší,    102906602,Školní jídelna,Rtyně v Podkrkonoší,Školní,662,,Rtyně v Podkrkonoší
2,600101991,49290649,Základní škola Malé Svatoňovice,Malé Svatoňovice,17. listopadu,178,,Malé Svatoňovice,    049290649,Základní škola,Malé Svatoňovice,17. listopadu,178,,Malé Svatoňovice
2,600101991,49290649,Základní škola Malé Svatoňovice,Malé Svatoňovice,17. listopadu,178,,Malé Svatoňovice,    117900338,Školní družina,Malé Svatoňovice,Schejbalova,131,,Malé Svatoňovice
2,600102009,60152885,"Základní škola a mateřská škola, Mladé Buky",Mladé Buky,,160,,Mladé Buky,    107588218,Mateřská škola,Mladé Buky,,348,,Mladé Buky
